0.0000,21.6500,17.0000,3.3300,1.5700,2.7400,7.1100,5.2700,3.2000,5.7300,7.6200,3.5600,2.6400,6.4200,2.1700,0.8600,0.1200,0.0200,0.0300,0.0700,0.0400,0.5500,0.2300,0.0600,0.3500,0.5500,0.4200,0.0300,0.0600,0.4000,0.3300,0.0600,0.0200,0.2800,0.2800,0.0800,0.1300,0.3200,0.0300,0.0900,0.3400,0.1900,0.1300,0.0300,0.0600,0.0000
43.7100,0.0000,5.5000,0.2900,0.1000,0.2900,0.3800,2.8600,10.9800,0.7800,0.2300,0.4800,0.3100,0.1600,0.0000,0.0800,0.0000,0.1600,0.4200,0.1200,0.3300,1.7200,1.0100,0.2900,0.0000,0.0600,1.6700,0.0000,0.0800,0.3800,0.0400,0.0000,0.1400,0.7000,5.6900,0.2900,0.4200,0.2100,0.1200,0.4800,0.0800,1.0100,0.4800,0.1200,0.2100,0.1000
41.4800,6.7500,0.0000,2.7500,11.2800,6.1900,0.3700,0.0000,0.1800,0.5500,0.2600,0.0700,5.3500,0.3400,9.0800,0.1500,0.0000,0.1000,0.5500,0.0200,0.0700,1.3500,0.7900,0.3700,0.0700,0.2600,2.0100,0.0000,0.1000,0.1000,0.0700,0.0000,0.0000,0.1800,0.0000,0.0700,0.0000,0.2600,0.3900,0.4700,0.1300,0.3900,0.4700,0.1000,0.0700,0.2100
7.9500,0.1700,2.2600,0.0000,3.6600,4.4600,0.4600,0.0000,0.0800,2.7700,0.1800,6.3900,0.2700,0.1000,0.0000,0.0000,1.0300,0.9000,1.1500,0.1000,0.8000,9.3500,3.1300,1.2900,14.8700,0.3700,0.3000,0.0000,0.1100,0.4600,0.1000,0.5600,0.2300,0.1700,0.1100,0.2000,0.0000,0.6100,0.5900,1.4600,0.3700,1.6500,1.7300,0.3700,0.3500,0.3900
12.8700,0.2600,30.1200,13.9400,0.0000,2.4200,0.4700,0.0000,0.2000,0.4700,0.2000,0.2600,0.0600,0.0000,0.0600,0.2000,0.0000,0.1300,0.4000,0.0600,0.4000,4.7100,1.2800,1.1400,5.7200,0.2600,5.5900,0.0000,0.0600,0.2600,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.1300,0.1300,0.2000,0.6000,0.1300,0.8700,0.9400,0.0600,0.0600,0.1300
12.9300,0.3200,9.9100,12.3200,1.6500,0.0000,10.7500,0.1200,0.1600,6.2000,0.0800,0.1200,0.7600,0.2000,24.3300,8.3400,0.0000,0.0800,0.2400,0.0400,0.2000,1.3600,0.8400,0.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.3600,0.0800,0.0000,0.0000,0.0800,0.0400,0.0000,0.0000,0.1600,0.1600,0.2400,0.0800,0.4000,0.3200,0.0400,0.2400,0.1200
14.4000,0.3000,0.2000,0.3600,0.0400,5.9200,0.0000,0.0000,0.1800,16.0600,2.0600,0.1600,3.8900,0.2800,0.0800,9.7300,0.0000,0.1000,0.1600,0.1000,0.1800,2.4300,1.5900,0.8800,0.0000,0.3200,0.0000,0.0000,0.0000,1.0400,11.0000,16.0400,0.1600,0.0600,0.1000,0.0600,0.0000,0.2600,0.2400,0.1800,0.1400,0.5900,0.5900,0.0800,0.1800,0.1600
28.3400,7.0100,0.2900,0.0400,0.0400,0.0400,0.2900,0.0000,60.6100,0.0900,0.8800,0.0400,0.0400,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0400,0.1400,0.0900,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.3900,0.0000,0.0000,0.0900,0.0000
11.1300,18.2100,0.2000,0.0800,0.1200,0.0400,0.4900,46.4100,0.0000,0.4500,8.9600,0.0800,0.2400,0.0800,0.0400,0.0000,0.0000,0.0000,0.4500,0.0000,0.1200,1.3500,0.5300,0.2000,0.0000,0.1200,0.0000,0.0000,0.1600,0.0400,0.0000,0.0400,0.0000,0.6100,4.0100,0.0800,0.0000,0.2000,0.0800,0.3600,0.0000,0.1600,0.1600,0.0000,0.0800,0.0000
16.4900,0.8300,0.7600,5.6300,0.2100,4.5500,23.7800,0.0000,0.0900,0.0000,0.3300,0.5800,0.6400,25.4100,0.1800,0.1500,0.5200,0.1500,0.0000,0.1200,0.1800,1.7500,1.0700,0.2700,0.2700,0.0600,0.0600,0.0000,0.0000,0.4900,0.7000,1.1000,0.0600,0.0000,0.1500,0.0600,0.0000,4.3300,0.3600,0.2100,0.1800,0.4900,0.2400,0.1800,0.0600,0.0300
