0.0000,22.4800,16.5500,3.2100,1.5000,3.0900,6.5400,5.8900,2.8700,6.0000,7.3900,4.0300,2.8600,6.4300,1.9900,0.7600,0.0600,0.0400,0.0500,0.0200,0.0500,0.2100,0.2700,0.0800,0.3600,0.3900,0.2400,0.0000,0.0500,0.4600,0.1700,0.0400,0.0000,0.2700,0.3000,0.0400,0.2400,0.2800,0.0900,0.0600,0.2800,0.1500,0.2000,0.0400,0.0400,0.0800
45.5600,0.0000,4.9000,0.3300,0.0700,0.3800,0.2300,3.3200,10.5200,1.0700,0.2800,0.4300,0.4500,0.0000,0.0400,0.0000,0.0000,0.1100,0.4500,0.0400,0.1100,1.8600,0.8100,0.1900,0.0900,0.0700,2.3600,0.0000,0.0000,0.1400,0.0200,0.0000,0.0000,0.3100,4.8300,4.4000,0.3800,0.0400,0.0400,0.4300,0.1600,0.6900,0.3500,0.0900,0.0900,0.1400
47.4800,7.0100,0.0000,2.9800,11.3300,6.7500,0.3200,0.0600,0.1200,0.2900,0.2500,0.2900,6.3000,0.1200,9.4800,0.2200,0.0000,0.0000,0.0600,0.0000,0.0900,0.7100,0.2200,0.0000,0.1200,0.1900,1.9800,0.0300,0.0300,0.0600,0.0300,0.0300,0.0600,0.0600,0.0000,0.0600,0.0000,0.0300,0.0600,0.0600,0.0300,0.0600,0.2900,0.0600,0.0000,0.0000
14.1300,0.3100,4.5700,0.0000,6.4000,9.4500,0.1700,0.0600,0.1000,5.5400,0.3100,11.6700,0.3800,0.0000,0.0000,0.1000,1.4200,0.2000,0.1300,0.0300,0.1000,1.8300,0.9000,0.1300,28.0200,0.1700,0.4500,0.0000,0.0600,0.0600,0.0600,0.3800,0.0000,0.0600,0.0000,0.0600,0.0000,0.1300,0.3100,0.4100,0.1300,0.1700,0.5100,0.1000,0.1300,0.1300
16.1900,0.1700,35.6400,18.9300,0.0000,3.0800,0.3400,0.1700,0.0800,0.7700,0.2500,0.0000,0.0000,0.1700,0.1700,0.0000,0.0000,0.0800,0.0800,0.0000,0.0000,1.4500,0.7700,0.3400,7.9600,0.0800,6.3400,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.3400,0.0800,0.1700,0.4200,0.0000,0.1700,0.0800
12.7400,0.2300,9.0900,11.9400,1.2600,0.0000,14.4700,0.0900,0.0900,6.4600,0.0000,0.4600,0.7000,0.2300,26.1000,10.8200,0.0400,0.0400,0.1400,0.0400,0.0000,0.8400,0.5600,0.0900,0.0000,0.0900,0.0400,0.0000,0.0000,0.0400,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1400,0.0400,0.0900,0.0000,0.0400,0.0900,0.0400,0.0900,0.0400
16.0200,0.2500,0.2500,0.2100,0.0200,5.7900,0.0000,0.0400,0.1100,18.1000,2.3800,0.0900,5.3400,0.1100,0.0900,10.0600,0.0200,0.0400,0.0900,0.0700,0.0900,1.4400,1.2000,0.4200,0.0000,0.1400,0.0000,0.0000,0.0000,0.8700,11.8800,18.2600,0.0000,0.0000,0.1600,0.0000,0.0000,0.2300,0.0200,0.2800,0.0000,0.4200,0.3700,0.0000,0.1100,0.0000
28.4100,6.7400,0.0500,0.0000,0.1100,0.0000,0.0000,0.0000,62.1400,0.1700,0.4700,0.0000,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.4700,0.0000,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0500,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000
14.2100,19.0500,0.1300,0.4100,0.2300,0.1300,0.5500,45.6500,0.0000,0.1300,9.7100,0.0900,0.2700,0.0400,0.0400,0.0000,0.0000,0.1800,0.2300,0.0000,0.0000,0.4100,0.0900,0.1300,0.0000,0.0900,0.0400,0.0000,0.0400,0.1800,0.0400,0.0000,0.0000,0.3200,4.6900,0.0000,0.0400,0.0400,0.0900,0.0900,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000
16.8900,0.6700,0.2300,4.7300,0.1300,4.4300,27.7100,0.1000,0.0600,0.0000,0.2000,0.7700,0.6300,25.0200,0.1300,0.2300,0.8000,0.2300,0.1600,0.0000,0.2000,1.2000,0.8300,0.1300,0.0600,0.0000,0.0000,0.0000,0.0000,0.4000,0.6000,0.9400,0.0000,0.0000,0.1600,0.0000,0.0000,5.8100,0.2600,0.2600,0.1300,0.3000,0.3300,0.0300,0.0600,0.0000
31.0400,0.4400,0.1700,0.0000,0.0000,0.0000,4.2700,0.3500,8.5800,0.4000,0.0000,0.0800,0.5300,0.1700,0.0000,0.0400,0.0000,0.2200,0.5300,0.1300,0.5300,6.8000,2.3500,0.8400,0.0000,0.0400,0.1700,0.0000,0.0000,1.0200,15.3900,0.0000,0.0800,0.2200,3.6000,0.2200,0.0000,0.2600,0.3100,0.7500,0.0800,1.1500,0.8000,0.0800,0.0000,0.4000
15.9800,0.4600,0.4200,20.6500,0.2900,0.5000,0.1200,0.0000,0.0000,1.5600,0.3300,0.0000,0.5000,0.0000,0.0000,0.1200,0.9300,0.0000,0.2100,0.0000,0.0000,1.1000,0.6700,0.2500,13.1800,0.2100,0.0400,0.0000,0.0000,0.1600,0.1600,0.0000,0.0400,0.0000,0.1600,0.0000,0.0000,0.7600,1.3900,0.5000,0.2100,0.6700,0.2900,0.1200,0.8900,0.2500
19.9800,0.4100,13.2900,0.3300,0.0000,0.5000,18.7200,0.0000,0.0000,0.5000,0.0800,0.2500,0.0000,0.3300,14.1300,23.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.7500,0.6600,0.0000,0.0000,0.0800,0.0000,0.0800,0.0000,0.0800,0.0800,0.0000,0.1600,0.0000,0.0800,0.0800,0.0000,0.3300,0.5000,0.0000,0.0800,0.0000,0.2500,0.0000,0.0000,0.0000
17.7900,0.0500,0.1500,0.1500,0.0000,0.1500,0.5500,0.0000,0.1000,20.3800,0.3900,0.0500,0.2300,0.0000,0.0500,0.0500,0.5000,0.1300,0.0700,0.1000,0.1000,0.3900,0.3900,0.2100,0.0200,0.0700,0.0000,0.0200,0.0000,0.4400,0.1000,1.1800,0.0000,0.0000,0.0200,0.0000,0.0000,35.5000,0.2300,0.3100,0.0000,0.3100,0.1300,0.0200,0.1000,0.1000
11.8700,0.1300,22.5500,0.2600,0.0000,39.1900,0.4600,0.0000,0.0600,0.6700,0.2600,0.1300,14.6900,0.0600,0.0000,6.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.7300,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.1300,0.0000,0.0000,0.0600,0.0600,0.0600,0.0000,0.0000,0.0000
8.5300,0.0800,0.8600,0.0000,0.0800,18.4400,35.1700,0.0000,0.1700,1.2000,0.3400,0.0000,22.8400,0.0000,9.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5100,0.4300,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0800,0.3400,0.0000,0.2500
