3.455298000000000320e+04,3.524601600000000326e+04,5.524426799999999639e+04,6.099818400000000111e+04,5.322477599999999802e+04,5.598136800000000221e+04,6.405026400000000285e+04,7.343071199999999953e+04,8.143610400000000664e+04,6.623240399999999499e+04,7.561188000000000466e+04,6.216523200000000361e+04,5.762048399999999674e+04,5.457812400000000343e+04,5.908658400000000256e+04,6.002780399999999645e+04,6.442837200000000303e+04,7.713176399999999558e+04,7.405959600000000501e+04,8.307003599999999278e+04,1.073674440000000031e+05,1.184032079999999987e+05,1.113869879999999976e+05,3.893637599999999657e+04,1.296680400000000009e+04,6.610572000000000116e+03,4.302395999999999731e+03,3.196907999999999902e+03,2.616623999999999796e+03,2.436804000000000087e+03,2.375891999999999825e+03,2.353211999999999989e+03
7.733880000000000109e+03,7.443576000000000022e+03,9.493200000000000728e+03,1.092398400000000038e+04,1.125867599999999948e+04,1.000123199999999997e+04,1.001419199999999910e+04,1.100465999999999985e+04,1.131051599999999962e+04,1.044478800000000047e+04,1.035989999999999964e+04,9.896579999999999927e+03,1.091555999999999949e+04,9.993456000000000131e+03,9.777023999999999432e+03,9.644507999999999811e+03,1.056045600000000013e+04,9.627984000000000378e+03,1.147607999999999993e+04,1.205215200000000004e+04,1.246265999999999985e+04,1.068584399999999914e+04,9.574523999999999432e+03,8.797247999999999593e+03,7.816176000000000386e+03,8.425296000000000276e+03,2.473416000000000167e+03,1.750571999999999889e+03,1.524743999999999915e+03,1.424304000000000087e+03,1.354644000000000005e+03,1.293407999999999902e+03
7.457832000000000335e+03,7.560216000000000349e+03,9.892691999999999098e+03,1.100822400000000016e+04,1.138082400000000052e+04,9.397296000000000276e+03,9.562536000000000058e+03,9.863855999999999767e+03,1.067968800000000010e+04,9.684360000000000582e+03,1.106492400000000089e+04,1.091329199999999946e+04,1.164488400000000001e+04,9.754667999999999665e+03,9.525600000000000364e+03,9.136799999999999272e+03,9.964943999999999505e+03,1.001451599999999962e+04,9.770868000000000393e+03,1.053388800000000083e+04,1.120359599999999955e+04,9.577440000000000509e+03,8.636868000000000393e+03,7.144524000000000342e+03,7.393680000000000291e+03,7.117631999999999607e+03,2.372327999999999975e+03,1.522799999999999955e+03,1.223099999999999909e+03,1.097711999999999989e+03,9.975960000000000036e+02,1.068228000000000065e+03
5.191127999999999702e+03,5.139287999999999556e+03,7.392384000000000015e+03,8.328095999999999549e+03,7.632467999999999847e+03,6.943644000000000233e+03,7.694351999999999862e+03,8.590860000000000582e+03,8.604468000000000757e+03,7.843391999999999825e+03,7.991460000000000036e+03,7.618536000000000058e+03,7.663572000000000116e+03,7.427051999999999680e+03,7.732583999999999833e+03,7.519716000000000349e+03,7.971695999999999913e+03,8.514396000000000640e+03,8.490744000000000597e+03,9.535644000000000233e+03,1.119160800000000017e+04,1.065960000000000036e+04,1.014281999999999971e+04,8.065979999999999563e+03,5.932764000000000124e+03,7.056720000000000255e+03,5.880923999999999978e+03,3.538728000000000065e+03,1.901231999999999971e+03,1.105811999999999898e+03,9.353880000000000337e+02,9.114120000000000346e+02
2.503547999999999774e+03,2.451059999999999945e+03,3.314844000000000051e+03,3.654396000000000186e+03,3.721139999999999873e+03,3.479112000000000080e+03,3.357288000000000011e+03,2.978856000000000222e+03,3.185244000000000142e+03,3.109427999999999884e+03,3.554603999999999814e+03,3.356639999999999873e+03,3.797927999999999884e+03,3.402324000000000069e+03,3.351780000000000200e+03,3.287952000000000226e+03,3.457079999999999927e+03,3.470039999999999964e+03,3.543588000000000193e+03,4.059072000000000116e+03,4.491612000000000080e+03,3.846851999999999862e+03,3.231900000000000091e+03,2.958443999999999960e+03,3.925583999999999833e+03,3.945347999999999956e+03,2.175012000000000171e+03,9.023400000000000318e+02,4.808159999999999741e+02,3.913919999999999959e+02,3.781080000000000041e+02,3.405240000000000009e+02
3.304152000000000044e+03,3.064391999999999825e+03,4.403807999999999993e+03,4.870043999999999869e+03,4.718412000000000262e+03,4.033152000000000044e+03,4.212000000000000000e+03,4.487076000000000022e+03,4.902768000000000029e+03,4.493880000000000109e+03,5.065091999999999643e+03,5.279579999999999927e+03,5.683283999999999651e+03,5.478192000000000007e+03,5.115960000000000036e+03,4.956551999999999680e+03,5.179787999999999556e+03,5.244912000000000262e+03,5.283144000000000233e+03,5.964192000000000007e+03,6.770304000000000087e+03,6.214644000000000233e+03,5.829408000000000357e+03,5.276340000000000146e+03,4.446576000000000022e+03,6.089904000000000451e+03,2.004587999999999965e+03,9.198360000000000127e+02,8.041680000000000064e+02,7.325639999999999645e+02,6.914160000000000537e+02,7.053479999999999563e+02
6.023159999999999854e+03,5.763311999999999898e+03,8.376695999999999913e+03,9.688896000000000640e+03,9.382067999999999302e+03,8.951796000000000276e+03,9.936755999999999403e+03,1.043085599999999977e+04,1.214513999999999942e+04,1.086080400000000009e+04,1.093467599999999948e+04,9.923796000000000276e+03,9.155268000000000029e+03,8.828675999999999476e+03,9.407015999999999622e+03,9.490283999999999651e+03,1.009940400000000045e+04,1.063854000000000087e+04,1.077170399999999972e+04,1.208066400000000067e+04,1.415005199999999968e+04,1.300892400000000089e+04,1.192935599999999977e+04,9.798084000000000742e+03,8.882136000000000422e+03,1.104418800000000010e+04,3.963815999999999804e+03,1.864296000000000049e+03,1.581119999999999891e+03,1.418796000000000049e+03,1.370844000000000051e+03,1.307663999999999987e+03
4.477032000000000153e+03,3.379320000000000164e+03,5.855328000000000429e+03,7.447463999999999942e+03,8.039087999999999738e+03,7.073891999999999825e+03,6.319619999999999891e+03,6.387659999999999854e+03,6.321239999999999782e+03,5.766228000000000065e+03,6.041952000000000226e+03,5.979420000000000073e+03,6.384095999999999549e+03,5.644404000000000451e+03,5.229359999999999673e+03,5.676804000000000087e+03,5.884811999999999898e+03,6.038064000000000306e+03,5.987520000000000437e+03,6.036444000000000415e+03,5.956416000000000167e+03,5.537484000000000378e+03,4.825655999999999949e+03,3.403943999999999960e+03,1.958903999999999996e+03,1.325160000000000082e+03,8.193959999999999582e+02,7.063200000000000500e+02,6.606359999999999673e+02,6.398999999999999773e+02,5.427000000000000455e+02,5.271480000000000246e+02
4.703184000000000196e+03,3.868235999999999876e+03,7.058340000000000146e+03,7.947720000000000255e+03,7.617239999999999782e+03,7.369055999999999585e+03,7.427699999999999818e+03,8.067600000000000364e+03,8.686763999999999214e+03,7.527815999999999804e+03,7.417332000000000335e+03,6.873984000000000378e+03,7.019136000000000422e+03,6.402564000000000306e+03,6.185159999999999854e+03,6.196176000000000386e+03,6.689952000000000226e+03,7.380720000000000255e+03,7.413119999999999891e+03,7.713792000000000371e+03,8.439876000000000204e+03,8.025155999999999949e+03,7.729667999999999665e+03,6.313140000000000327e+03,3.746735999999999876e+03,3.501143999999999778e+03,1.463508000000000038e+03,8.838719999999999573e+02,7.915320000000000391e+02,7.824600000000000364e+02,7.040520000000000209e+02,6.684120000000000346e+02
4.407695999999999913e+03,4.378212000000000444e+03,6.662087999999999738e+03,7.758503999999999905e+03,8.038439999999999600e+03,7.212887999999999920e+03,7.160399999999999636e+03,7.208028000000000247e+03,7.696944000000000415e+03,6.906060000000000400e+03,7.489583999999999833e+03,6.868475999999999658e+03,6.708420000000000073e+03,6.381828000000000429e+03,6.614783999999999651e+03,6.528600000000000364e+03,7.030152000000000044e+03,8.096112000000000080e+03,8.045891999999999825e+03,8.957628000000000611e+03,1.033073999999999978e+04,9.905327999999999520e+03,9.116064000000000306e+03,7.192800000000000182e+03,4.840560000000000400e+03,2.488967999999999847e+03,1.340387999999999920e+03,1.114236000000000104e+03,1.053000000000000000e+03,1.019628000000000043e+03,9.645480000000000018e+02,1.011851999999999975e+03
