2.852042399999999907e+04,3.087979200000000128e+04,4.218123599999999715e+04,4.449913199999999779e+04,5.080644000000000233e+04,4.309588799999999901e+04,4.250685599999999977e+04,4.470551999999999680e+04,4.812566399999999703e+04,4.604266799999999785e+04,4.637152799999999843e+04,4.373740800000000309e+04,4.828248000000000320e+04,4.081039199999999983e+04,4.063445999999999913e+04,4.000913999999999942e+04,4.398008400000000256e+04,4.232736000000000058e+04,4.145482800000000134e+04,4.181673599999999715e+04,4.235166000000000349e+04,2.899152000000000044e+04,1.752127200000000084e+04,8.770680000000000291e+03,6.279119999999999891e+03,5.069304000000000087e+03,4.216212000000000444e+03,4.126463999999999942e+03,3.730860000000000127e+03,3.538728000000000065e+03,3.288599999999999909e+03,3.607739999999999782e+03
1.015642799999999988e+04,1.032652800000000025e+04,1.541786399999999958e+04,1.829919599999999991e+04,1.576292400000000089e+04,1.679648400000000038e+04,1.823180400000000009e+04,2.102597999999999956e+04,2.582474399999999878e+04,1.869156000000000131e+04,2.225037600000000020e+04,2.337206399999999849e+04,2.144588399999999820e+04,2.243213999999999942e+04,2.584612800000000061e+04,2.707765199999999822e+04,3.087881999999999971e+04,3.652516799999999785e+04,3.375237599999999657e+04,3.564809999999999854e+04,4.331037599999999657e+04,4.011411600000000180e+04,3.403425600000000122e+04,1.576681199999999990e+04,5.521283999999999651e+03,2.869019999999999982e+03,1.956635999999999967e+03,1.571076000000000022e+03,1.465776000000000067e+03,1.383804000000000087e+03,1.206900000000000091e+03,1.150847999999999956e+03
9.418680000000000291e+03,7.850520000000000437e+03,1.259420399999999972e+04,1.428710399999999936e+04,1.198864799999999923e+04,1.205992799999999988e+04,1.322114400000000023e+04,1.520596800000000076e+04,1.825383599999999933e+04,1.409594399999999951e+04,1.694325600000000122e+04,1.575741599999999926e+04,1.425956400000000031e+04,1.443581999999999971e+04,1.586789999999999964e+04,1.554357599999999911e+04,1.684735199999999895e+04,2.028077999999999884e+04,2.222477999999999884e+04,2.461687199999999939e+04,2.957472000000000116e+04,3.008404799999999886e+04,2.925590399999999863e+04,1.336111199999999917e+04,4.678235999999999876e+03,2.332476000000000113e+03,1.619352000000000089e+03,1.245132000000000062e+03,1.112940000000000055e+03,1.005696000000000026e+03,9.577440000000000282e+02,9.580679999999999836e+02
6.105456000000000131e+03,6.748595999999999549e+03,9.289404000000000451e+03,1.087635599999999977e+04,9.783827999999999520e+03,9.980819999999999709e+03,1.119095999999999913e+04,1.277045999999999913e+04,1.447794000000000051e+04,1.165687199999999939e+04,1.290103199999999924e+04,1.208260800000000017e+04,1.263340799999999945e+04,1.324058400000000074e+04,1.382313600000000042e+04,1.467104399999999987e+04,1.637884799999999996e+04,1.769752799999999843e+04,1.944647999999999956e+04,2.095664400000000023e+04,2.448208799999999974e+04,2.085166800000000148e+04,1.774126800000000003e+04,9.975311999999999898e+03,4.901471999999999753e+03,2.797092000000000098e+03,2.079755999999999858e+03,1.709748000000000047e+03,1.367279999999999973e+03,1.168344000000000051e+03,1.029347999999999956e+03,9.263160000000000309e+02
3.042684000000000196e+03,3.299940000000000055e+03,4.698000000000000000e+03,5.319756000000000313e+03,4.674671999999999571e+03,4.652315999999999804e+03,5.242319999999999709e+03,6.002423999999999978e+03,7.101108000000000175e+03,5.170716000000000349e+03,5.953500000000000000e+03,5.603256000000000313e+03,5.819688000000000102e+03,6.329340000000000146e+03,6.753131999999999607e+03,6.812747999999999593e+03,7.567992000000000189e+03,8.942399999999999636e+03,9.383363999999999578e+03,1.079665200000000004e+04,1.288191599999999926e+04,1.232107200000000012e+04,1.140642000000000007e+04,6.011496000000000095e+03,2.153304000000000087e+03,1.035180000000000064e+03,6.829919999999999618e+02,4.911840000000000259e+02,4.037040000000000077e+02,3.457080000000000268e+02,3.223799999999999955e+02,3.447359999999999900e+02
3.928824000000000069e+03,3.929148000000000138e+03,5.899391999999999825e+03,6.563591999999999643e+03,5.845283999999999651e+03,5.822604000000000269e+03,6.544800000000000182e+03,7.357391999999999825e+03,8.216639999999999418e+03,6.767064000000000306e+03,7.465608000000000175e+03,6.953688000000000102e+03,7.093979999999999563e+03,7.418304000000000087e+03,7.890047999999999774e+03,7.962300000000000182e+03,8.626175999999999476e+03,9.873899999999999636e+03,1.086501599999999962e+04,1.228607999999999993e+04,1.520370000000000073e+04,1.491566400000000067e+04,1.328464799999999923e+04,8.553924000000000888e+03,3.295403999999999996e+03,1.803384000000000015e+03,1.042632000000000062e+03,8.479080000000000155e+02,7.996319999999999482e+02,7.328880000000000337e+02,6.959519999999999982e+02,6.616079999999999472e+02
8.105832000000000335e+03,9.153971999999999753e+03,1.231200000000000000e+04,1.475334000000000015e+04,1.327006799999999930e+04,1.386817200000000048e+04,1.548946800000000076e+04,1.768068000000000029e+04,2.071915199999999822e+04,1.567090799999999945e+04,1.770757200000000012e+04,1.728928800000000047e+04,1.800565199999999822e+04,1.862287199999999939e+04,2.031901199999999881e+04,2.052863999999999942e+04,2.216451599999999962e+04,2.586718799999999828e+04,2.726816400000000067e+04,2.949793200000000070e+04,3.476779200000000128e+04,3.125595599999999831e+04,2.700604799999999886e+04,1.510099200000000019e+04,5.915268000000000029e+03,3.269483999999999924e+03,2.170800000000000182e+03,1.763208000000000084e+03,1.542564000000000078e+03,1.488132000000000062e+03,1.363067999999999984e+03,1.310903999999999996e+03
4.778028000000000247e+03,2.969460000000000036e+03,6.740171999999999571e+03,7.135452000000000226e+03,6.226631999999999607e+03,6.294024000000000342e+03,6.476435999999999694e+03,6.476112000000000080e+03,6.983171999999999571e+03,5.793444000000000415e+03,6.850655999999999949e+03,6.411636000000000422e+03,6.098003999999999905e+03,5.639543999999999869e+03,5.701104000000000269e+03,5.801868000000000393e+03,6.403536000000000058e+03,7.398539999999999964e+03,7.056720000000000255e+03,7.382988000000000284e+03,8.324531999999999243e+03,8.386739999999999782e+03,8.324531999999999243e+03,4.739148000000000138e+03,1.947887999999999920e+03,1.091880000000000109e+03,7.131240000000000236e+02,6.518880000000000337e+02,5.780159999999999627e+02,5.446440000000000055e+02,5.355720000000000027e+02,4.992839999999999918e+02
5.482728000000000065e+03,4.785155999999999949e+03,7.215804000000000087e+03,8.358227999999999156e+03,8.415899999999999636e+03,8.310924000000000888e+03,8.689031999999999243e+03,9.673992000000000189e+03,1.080054000000000087e+04,8.641727999999999156e+03,9.585863999999999578e+03,1.041368399999999929e+04,9.897876000000000204e+03,9.714167999999999665e+03,1.006570800000000054e+04,1.084946399999999994e+04,1.168927200000000084e+04,1.264701599999999962e+04,1.245974400000000060e+04,1.284919199999999910e+04,1.406484000000000015e+04,1.331866799999999967e+04,1.152727200000000084e+04,5.867640000000000327e+03,2.513916000000000167e+03,1.495907999999999902e+03,1.036152000000000044e+03,8.932680000000000291e+02,8.780399999999999636e+02,8.100000000000000000e+02,7.442279999999999518e+02,6.658200000000000500e+02
4.911192000000000007e+03,5.276988000000000284e+03,7.742627999999999702e+03,8.703935999999999694e+03,7.867368000000000393e+03,8.000207999999999629e+03,8.677691999999999098e+03,9.754667999999999665e+03,1.134291599999999926e+04,1.066737600000000020e+04,1.305460800000000017e+04,1.019822400000000016e+04,1.079729999999999927e+04,1.008061199999999917e+04,1.055592000000000007e+04,1.188172799999999916e+04,1.361901599999999962e+04,1.283526000000000022e+04,1.324706400000000031e+04,1.485280800000000090e+04,1.733270400000000154e+04,1.530284399999999914e+04,1.278957599999999911e+04,7.442604000000000269e+03,3.943728000000000065e+03,2.007827999999999975e+03,1.541592000000000098e+03,1.380240000000000009e+03,1.333907999999999902e+03,1.257768000000000029e+03,1.180980000000000018e+03,1.032263999999999896e+03
