50520.6720,40588.1280,40048.3440,37246.7160,39903.8400,42154.9920,44281.4040,52943.5440,45848.2680,45717.6960,46891.5480,48062.4840,48605.1840,56628.3960,70435.9800,64897.5240,67706.2800,70281.7560,71071.6680,74799.6120,87140.1240,96043.3200,92246.6880,73813.3560,55432.1880,65359.2240,56417.1480,47044.1520,42702.2280,37155.0240,35002.0440,32788.1520,34030.6920,33684.6600,34485.2640,39908.3760,35591.7240,40901.7600,37104.8040,29791.8000,29042.7120,30486.1320,38984.3280,37769.6520,33372.3240,30736.9080,32840.9640,43236.1800,36168.7680,0.0000,0.0000
8228.6280,8039.4120,8679.9600,7455.2400,7534.6200,7866.3960,8745.7320,9127.4040,9007.8480,9475.7040,9074.5920,9527.2200,10600.6320,10935.3240,11003.6880,11102.1840,12130.8840,10630.7640,13647.5280,12795.7320,12332.0880,12193.7400,11376.9360,9238.2120,7950.3120,16060.0320,25117.1280,30324.7800,36309.3840,46985.1840,46752.2280,39815.0640,37660.4640,32865.5880,28593.3240,24800.5800,23921.8920,18581.7240,14941.5840,27892.1880,29239.3800,25157.9520,26021.4120,23046.4440,17637.5880,14184.0720,14394.0240,14389.1640,11494.5480,0.0000,0.0000
8481.9960,8644.9680,9581.9760,7475.9760,7534.9440,7926.0120,8876.9520,9497.0880,9370.7280,9996.6960,9836.6400,10402.9920,11011.4640,11034.7920,11963.3760,11837.3400,13066.2720,11218.5000,11524.3560,11694.1320,12184.9920,11953.3320,11686.6800,9558.0000,10130.5080,17561.4480,22333.3200,25764.1560,28486.0800,31076.4600,35508.4560,32868.5040,29458.7280,25514.3520,22279.5360,20000.1960,19201.5360,16443.3240,14275.7640,19109.1960,16825.3200,14964.2640,15944.0400,16208.1000,12457.1520,10596.7440,10828.0800,12415.6800,10027.8000,0.0000,0.0000
6260.6520,5939.8920,6728.5080,6250.2840,6271.9920,6131.7000,6439.1760,6855.5160,6522.7680,6925.8240,7067.4120,7294.5360,7553.0880,8133.0480,9007.8480,8723.7000,9068.7600,9300.7440,9376.5600,9154.2960,10482.0480,10764.9000,10755.1800,9740.0880,10258.8120,14614.9920,16487.7120,15213.4200,18439.1640,22212.7920,27031.9680,26521.6680,23914.1160,19772.7480,17871.1920,16382.4120,15215.3640,12401.7480,10114.6320,11208.4560,14785.0920,13832.5320,14864.1480,14137.0920,9881.0280,9141.0120,9895.9320,10174.2480,8383.1760,0.0000,0.0000
3075.7320,2962.6560,3214.0800,2679.8040,2740.3920,3015.4680,3279.2040,3239.6760,3044.3040,3361.8240,3266.5680,3381.2640,3614.2200,3692.3040,3849.1200,3780.7560,4147.5240,3960.5760,4133.5920,4120.9560,4124.5200,4005.2880,3597.6960,3375.1080,4049.3520,7209.0000,9109.5840,9773.4600,9931.5720,12005.1720,14939.3160,14137.0920,13124.5920,11202.9480,9617.2920,8741.8440,8351.7480,6319.9440,4553.1720,6957.5760,7900.0920,6296.6160,7059.6360,6623.8560,4784.5080,4285.2240,4517.8560,4387.6080,3647.9160,0.0000,0.0000
3745.1160,3746.0880,4029.5880,3695.2200,3691.9800,3832.2720,4131.0000,4353.9120,4265.1360,4499.3880,4544.1000,5225.4720,6179.9760,6189.3720,6313.4640,6157.6200,6378.5880,6221.4480,6377.2920,6416.1720,6637.4640,6862.9680,6474.4920,6572.6640,7678.1520,11436.2280,12236.1840,12382.6320,13872.3840,13951.1160,16815.6000,16832.1240,15048.5040,12435.1200,11432.0160,10269.5040,9465.9840,7681.0680,5972.9400,7438.7160,8882.1360,7687.8720,8196.2280,7920.5040,5694.9480,5081.2920,5375.4840,5946.0480,4966.2720,0.0000,0.0000
8195.9040,7961.0040,8168.0400,7506.4320,7742.9520,7423.1640,7565.7240,7946.4240,7835.6160,8241.2640,8721.1080,9578.0880,9970.4520,10866.3120,11834.4240,11801.3760,12695.9400,12207.3480,13164.4440,13664.7000,14244.6600,14196.0600,13339.4040,11630.9520,12965.8320,21088.8360,23188.6800,24640.8480,29674.1880,33075.8640,35824.3560,36332.3880,34003.4760,30422.3040,28306.5840,25605.3960,24704.3520,20657.2680,16815.9240,18333.2160,23302.0800,19319.4720,20535.1200,18032.5440,13830.2640,11942.6400,12114.3600,12538.8000,10241.9640,0.0000,0.0000
4972.7520,4777.7040,5421.8160,4550.9040,4532.1120,4860.9720,5046.6240,4852.5480,4893.0480,5449.6800,5129.2440,5472.6840,5579.9280,5719.2480,5913.9720,5870.5560,6582.7080,5908.1400,5675.5080,5814.1800,5835.8880,5643.4320,5418.9000,4711.2840,5438.3400,7556.3280,9038.9520,8659.2240,8784.6120,9375.9120,8964.7560,8194.6080,7447.4640,7460.1000,6306.3360,6257.7360,6110.6400,6080.5080,5320.4040,6639.7320,5502.8160,5471.7120,5893.8840,6242.8320,5636.6280,4526.2800,4451.7600,5681.9880,5024.5920,0.0000,0.0000
6171.8760,5647.9680,5634.6840,4940.0280,5195.9880,5285.7360,5483.7000,5886.4320,5648.6160,5874.1200,5724.7560,6044.2200,6353.3160,6855.5160,7217.4240,7094.3040,7655.4720,7517.7720,7795.1160,7809.6960,8064.3600,8126.8920,8262.6480,7587.1080,6253.2000,11278.1160,11318.2920,12278.3040,13760.2800,15910.9920,14973.3360,13768.3800,13037.7600,12312.3240,11212.3440,10421.4600,9617.6160,8523.4680,7391.0880,9463.0680,9860.2920,9171.4680,9699.9120,9400.5360,7241.0760,6373.7280,6390.5760,7633.4400,6482.2680,0.0000,0.0000
5480.4600,5100.4080,5548.5000,5422.4640,5749.0560,5931.1440,6108.3720,6341.6520,5845.2840,6327.0720,6393.1680,6557.4360,6778.7280,7232.6520,8344.2960,8049.4560,8785.2600,8495.2800,8931.0600,8856.5400,9491.5800,9735.5520,9337.6800,8863.3440,9189.2880,12541.7160,13707.4680,14340.5640,15617.4480,16115.7600,17245.8720,15483.6360,14553.1080,12186.6120,11388.6000,10918.4760,10017.7560,8537.7240,6895.0440,7596.8280,9102.7800,8377.3440,9113.1480,9071.3520,6874.6320,6226.9560,6915.7800,7733.5560,6221.7720,0.0000,0.0000
