0.0000,14.5800,17.6700,3.2000,3.7200,3.4300,6.0400,3.9900,3.3600,2.2600,4.4800,1.9600,3.1900,1.6000,1.9400,0.9200,0.0000,0.2100,0.2000,0.0000,0.0000,0.8000,0.5500,0.0000,0.6200,0.2700,1.4900,0.4000,0.5500,0.6100,0.5100,0.3300,0.2200,0.3800,0.4000,0.1700,0.4900,1.2900,0.2500,0.2100,0.0000,0.5300,0.3900,0.1800,0.2800,0.0000
17.3800,0.0000,4.1500,1.0200,0.8200,0.9700,1.6700,3.7400,7.2700,1.3200,1.1600,0.6000,0.5100,0.5200,0.4300,0.0000,0.0000,0.4000,1.3100,0.0000,0.4700,2.7100,1.3700,0.4300,0.5200,0.0000,2.2400,0.5200,0.3900,0.8100,0.5700,0.4300,0.0000,1.4500,6.2200,0.9500,0.6500,1.1800,0.0000,1.4300,0.6800,1.8800,1.3100,0.0000,0.0000,0.0000
18.1000,4.4000,0.0000,3.0100,11.3100,4.8200,2.7000,0.4800,0.8700,2.6300,1.3800,1.0800,3.2300,0.8100,4.4000,0.4300,0.0000,0.0000,0.4400,0.0000,0.0000,1.6800,1.1900,0.5100,0.7500,0.9400,2.8500,0.4500,0.8900,1.3400,1.2600,0.5200,0.3300,0.3000,0.3600,0.2900,1.0400,2.6100,0.4500,0.4900,0.2900,1.0700,1.4600,0.0000,0.7400,0.3200
3.7600,1.4600,3.0000,0.0000,9.1500,6.8500,2.4400,0.0000,0.4200,3.8200,0.7900,12.7900,0.6400,0.9200,1.1100,0.3500,0.4100,0.0000,0.3700,0.0000,0.0000,1.3200,0.9700,0.3600,14.7200,0.5600,1.0100,0.5900,0.8100,0.5100,0.5400,0.7100,0.0000,0.0000,0.3100,0.0000,0.0000,1.6500,0.4200,0.3200,0.0000,0.7100,1.2200,0.4200,0.6500,0.0000
5.6700,2.0900,17.5600,17.5700,0.0000,3.8000,1.7300,0.3900,0.5600,1.7100,1.0600,2.1400,0.4500,0.6600,1.1000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1200,0.6700,0.3600,3.6500,0.7000,4.6100,0.7700,0.9500,0.8900,0.7800,0.4300,0.0000,0.0000,0.0000,0.3800,0.4400,1.4400,0.3100,0.7000,0.3800,1.1900,1.1600,0.0000,0.5100,0.0000
4.5200,1.3900,5.5400,8.8300,2.0600,0.0000,12.8500,0.2000,0.4600,8.9000,0.9600,1.6200,1.6200,2.3200,14.1500,4.8300,0.0000,0.0000,0.3300,0.0000,0.0000,1.1000,0.7300,0.2200,1.6700,0.2100,0.4000,0.2800,0.3300,0.8100,1.0600,0.7000,0.2300,0.0000,0.2000,0.0000,0.0000,3.6100,0.3500,0.3500,0.0000,0.4600,0.5400,0.0000,0.5200,0.0000
4.9400,1.2200,1.5300,1.7200,0.6600,9.1800,0.0000,0.2700,0.4300,13.0100,1.8700,0.5500,4.7300,1.9200,2.3800,8.5500,0.0000,0.0000,0.2900,0.0000,0.0000,1.4200,1.1600,0.4700,0.5900,0.0000,0.2000,0.2100,0.2700,2.3300,7.4800,9.2300,0.2900,0.0000,0.3000,0.2000,0.2300,3.7300,0.3800,0.2800,0.0000,0.7200,0.6500,0.0000,0.2600,0.0000
16.0400,12.9400,1.7600,1.1200,0.6800,0.9100,1.7000,0.0000,39.0100,0.8400,2.5400,0.2700,0.3500,0.4100,0.4900,0.2700,0.0000,0.1900,0.3800,0.0000,0.0000,1.3600,0.2900,0.1700,0.2700,0.0000,0.3800,0.1600,0.2200,0.5600,0.4900,0.2400,0.1900,0.5000,0.6500,0.1700,0.4500,0.9100,0.0000,0.4400,0.3300,0.6400,0.7300,0.2600,0.0000,0.0000
5.7700,17.6100,1.5000,0.8400,0.6300,0.9300,1.3400,33.4900,0.0000,0.8100,5.7300,0.4100,0.5600,0.4000,0.3600,0.2400,0.0000,0.4300,0.6900,0.2800,0.2400,1.1700,0.6500,0.0000,0.3500,0.2600,0.4200,0.3200,0.3100,0.4900,0.4300,0.3300,0.0000,0.8100,3.5100,0.2500,0.0000,0.8800,0.0000,0.5000,0.0000,1.0700,0.6100,0.5000,0.0000,0.0000
4.7900,1.6400,2.5600,5.1600,1.2100,6.1800,19.9100,0.3000,0.5200,0.0000,1.1200,1.2700,1.4800,12.9700,1.3500,0.9200,1.0100,0.3200,0.2700,0.0000,0.0000,0.9100,0.9300,0.2500,0.9500,0.2600,0.3600,0.2200,0.3100,0.5100,1.0000,1.2100,0.2600,0.0000,0.2200,0.0000,0.0000,10.3500,0.5100,0.2300,0.0000,0.5400,0.7200,0.2200,0.4200,0.0000
